id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,generic_name
269343142,9f5325de-b7cb-4ec2-bf48-8944305ba5aa,2019-07-01,2019-07-01,,Mountain Time (US & Canada),5523883,danijlombardi,,2025-04-08 20:23:47 UTC,2025-06-15 16:20:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/269343142,https://inaturalist-open-data.s3.amazonaws.com/photos/484268508/medium.jpeg,,,,0,1,False,,"Flathead County, MT, USA",48.51186234,-114.0093156345,6796.0,,,,6796.0,,open,False,,,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
271890140,c34f3041-22e1-46d0-8ceb-a1ef4428c166,2025-04-20 20:03:52,2025-04-20,2025-04-21 02:03:52 UTC,Mountain Time (US & Canada),1808203,hinry,Henry Mulligan,2025-04-21 04:06:30 UTC,2025-04-21 17:19:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/271890140,https://inaturalist-open-data.s3.amazonaws.com/photos/489112746/medium.jpeg,,,Released back into the pond after.,2,0,False,2.0,"Clinton, MT 59825, USA",46.7284125371,-113.5775050521,182.0,,,,182.0,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
272056698,c40ce3bd-7b9e-471e-ac47-e972230ac369,2025-04-21 13:19:14-06:00,2025-04-21,2025-04-21 19:19:14 UTC,Mountain Time (US & Canada),8998515,jesssicaleee,,2025-04-21 20:53:31 UTC,2025-04-25 17:02:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/272056698,https://inaturalist-open-data.s3.amazonaws.com/photos/489426059/medium.jpg,,,,7,0,False,3.0,"Dillon, MT, US",45.181145,-112.6832366667,1006.0,,,,1006.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
274213164,c3e1cba2-38d5-49c4-890a-85d2ce8d4783,2025/04/26 3:09 PM,2025-04-26,2025-04-26 21:09:00 UTC,Mountain Time (US & Canada),6045906,b333,Brad Martin,2025-04-26 22:51:28 UTC,2025-04-27 04:07:33 UTC,research,,https://www.inaturalist.org/observations/274213164,https://static.inaturalist.org/photos/493003810/medium.jpg,,,:),1,0,False,,"Gallatin County, MT, USA",45.4616751162,-111.2497656798,8.0,,,,8.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
276726237,619dbf6e-a3b4-4099-909b-d0c62f8250b7,2024-07-19 16:24:14,2024-07-19,2024-07-19 22:24:14 UTC,Mountain Time (US & Canada),5970523,coleofthetonk,,2025-04-29 19:52:31 UTC,2025-04-30 05:36:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/276726237,https://inaturalist-open-data.s3.amazonaws.com/photos/496916645/medium.jpeg,,,,1,0,False,2.0,"Montana, US",45.9222498363,-113.687922826,178.0,,,,27095.0,obscured,open,True,gps,gps,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
277546791,3850c23b-a299-467b-934b-f0e61506eb30,2023/09/28 2:30 PM,2023-09-28,2023-09-28 20:30:00 UTC,Mountain Time (US & Canada),9247390,c_miley,,2025-05-01 23:33:28 UTC,2025-05-06 16:00:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/277546791,https://inaturalist-open-data.s3.amazonaws.com/photos/498359887/medium.jpeg,,,,3,0,False,,"Gallatin County, MT, USA",45.4629444444,-110.9559472222,5.0,,,,5.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
277697030,c9e4f368-1f31-47f3-a71a-78adc00fa56c,2016/06/12 4:08 PM,2016-06-12,2016-06-12 22:08:00 UTC,Mountain Time (US & Canada),1802790,jbilli,,2025-05-02 12:34:12 UTC,2025-05-09 16:22:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/277697030,https://inaturalist-open-data.s3.amazonaws.com/photos/498621438/medium.jpg,,,,2,0,False,,"Glacier County, MT, USA",48.409201272,-113.2564089848,15.0,,,,15.0,,open,False,,,Lake Trout,Salvelinus namaycush,Lake Trout,Actinopterygii,111991.0,Lake Trout
277770907,87d3243b-2e75-4b36-aa6c-ce5c10f9770b,2019-07-19,2019-07-19,,Mountain Time (US & Canada),5970523,coleofthetonk,,2025-05-02 17:07:50 UTC,2025-05-19 17:40:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/277770907,https://inaturalist-open-data.s3.amazonaws.com/photos/498756272/medium.jpeg,,,,1,0,False,2.0,"Montana, US",45.8698335606,-113.6577663198,32.0,,,,27095.0,obscured,open,True,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
277774060,6ceb7608-ae0f-487e-bbbd-fea59879c923,2017-07-26 10:50:31,2017-07-26,2017-07-26 16:50:31 UTC,Mountain Time (US & Canada),5970523,coleofthetonk,,2025-05-02 17:18:09 UTC,2025-05-08 23:35:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/277774060,https://inaturalist-open-data.s3.amazonaws.com/photos/498761582/medium.jpeg,,,,2,0,False,2.0,"Ravalli County, US-MT, US",46.2914736369,-114.0981260915,23.0,,,,27031.0,obscured,open,True,gps,gps,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
277807777,a90af2a1-b6c1-4735-a709-09b0e77a7fc0,2025/04/26 1:15 PM,2025-04-26,2025-04-26 19:15:00 UTC,Mountain Time (US & Canada),9188711,katiej1653,,2025-05-02 19:18:49 UTC,2025-05-04 02:04:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/277807777,https://inaturalist-open-data.s3.amazonaws.com/photos/498821950/medium.jpeg,,,Caught along with four other fish in the Beaverhead River. Fish were jumping and eating more when the sun was setting ,2,0,False,,"Beaverhead County, MT, USA",45.2255651141,-112.6459402064,488.0,,,,488.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
277907317,11bc7260-f609-44c9-87e5-1e5a71483587,2025-05-02 17:01:48-06:00,2025-05-02,2025-05-02 23:01:48 UTC,Mountain Time (US & Canada),6084733,danmccon,,2025-05-03 01:50:23 UTC,2025-06-18 02:56:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/277907317,https://inaturalist-open-data.s3.amazonaws.com/photos/499005791/medium.jpg,,,,2,0,False,3.0,"West Fork Bitterroot River, Darby, MT, US",45.789204783,-114.2712736379,22.0,,,,22.0,,open,False,,,Bull Trout,Salvelinus confluentus,Bull Trout,Actinopterygii,111978.0,Bull Trout
279511289,598d5b52-562e-421a-99b0-d18be0a8ef33,2025-05-08 11:16:43-06:00,2025-05-08,2025-05-08 17:16:43 UTC,Mountain Time (US & Canada),1555891,levigage,Levi Gage,2025-05-08 17:29:12 UTC,2025-05-10 19:26:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/279511289,https://inaturalist-open-data.s3.amazonaws.com/photos/501926731/medium.jpg,,,,6,0,False,3.0,"Howie Rd, Big Timber, MT, US",45.8421814218,-109.887317461,858.0,,,,858.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
279611486,250d501a-01b8-44c6-9a68-54a19d072d6f,2025-05-06 15:03:43-06:00,2025-05-06,2025-05-06 21:03:43 UTC,Mountain Time (US & Canada),6423053,desertjules,,2025-05-09 02:30:53 UTC,2025-05-09 04:18:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/279611486,https://inaturalist-open-data.s3.amazonaws.com/photos/502122822/medium.jpg,,,,1,0,False,3.0,"Kootenai National Forest, Libby, MT, US",48.2215116667,-115.4847116667,4.0,,,,4.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
279851816,2a1ac458-5068-4cbe-9f56-5118cbf3b8a8,2025-05-08 20:36:32,2025-05-08,2025-05-09 02:36:32 UTC,Mountain Time (US & Canada),2671009,andy_muan,Andy Lee,2025-05-10 03:02:00 UTC,2025-08-17 22:14:26 UTC,research,,https://www.inaturalist.org/observations/279851816,https://static.inaturalist.org/photos/502574478/medium.jpg,,,,3,0,False,843.0,"Montana, US",45.4885659723,-110.9490308695,7.0,,,,27158.0,obscured,open,True,,,Yellowstone Cutthroat Trout,Oncorhynchus virginalis bouvieri,Yellowstone Cutthroat Trout,Actinopterygii,1520370.0,Cutthroat Trout
280057668,1d09686d-2f92-4ab2-8d71-fd22318ed8a4,2025-05-09 16:55:21,2025-05-09,2025-05-09 22:55:21 UTC,Mountain Time (US & Canada),7177459,ursusarctoshorribilis,Lauren,2025-05-10 21:16:25 UTC,2025-05-11 00:39:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/280057668,https://inaturalist-open-data.s3.amazonaws.com/photos/502953793/medium.jpeg,,,,0,0,False,2.0,"Montana, US",45.0561997292,-108.302491078,197.0,,,,27222.0,obscured,,True,,,Salmons and Trouts,Salmoninae,Salmons and Trouts,Actinopterygii,342904.0,Unspecified
280708504,d86a9165-42f3-43e1-b53e-67ea8bac1238,2025-05-12 14:43:16,2025-05-12,2025-05-12 20:43:16 UTC,Mountain Time (US & Canada),7177459,ursusarctoshorribilis,Lauren,2025-05-13 04:47:35 UTC,2025-05-14 01:36:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/280708504,https://inaturalist-open-data.s3.amazonaws.com/photos/504192248/medium.jpeg,,,Probably too poor of pictures for ID. Note: not dead in last pic-just catching his breath😬,3,0,False,2.0,"Red Lodge, MT 59068, USA",45.1857731953,-109.2468211055,3742.0,,,,3742.0,,,False,,,Salmons and Trouts,Salmoninae,Salmons and Trouts,Actinopterygii,342904.0,Unspecified
280885787,f2b1a73c-677e-452a-add2-7a12bde11305,2025-05-01 19:13:08,2025-05-01,2025-05-02 01:13:08 UTC,Mountain Time (US & Canada),7348645,issamull,Issa Mullener,2025-05-13 22:45:48 UTC,2025-05-15 17:24:19 UTC,research,,https://www.inaturalist.org/observations/280885787,https://static.inaturalist.org/photos/504523656/medium.jpg,,,,4,0,False,843.0,"Eagle Bay Dr, Helena, MT, US",46.6525133333,-111.73358,3.0,,,,3.0,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
280886099,574cfc76-86fa-4d5d-8503-2876feca98cf,2025-04-24 15:43:36,2025-04-24,2025-04-24 21:43:36 UTC,Mountain Time (US & Canada),7348645,issamull,Issa Mullener,2025-05-13 22:47:46 UTC,2025-05-15 17:23:46 UTC,research,,https://www.inaturalist.org/observations/280886099,https://static.inaturalist.org/photos/504524387/medium.jpg,,,,4,0,False,843.0,"Cobblestone Fishing Access Rd, Three Forks, MT, US",45.800545,-111.5065083333,3.0,,,,3.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
281973708,27a2c60e-8cf3-4dc8-ad53-a41e8e04cae9,2024-11-16 13:52:33,2024-11-16,2024-11-16 20:52:33 UTC,Mountain Time (US & Canada),5127587,rachel1693,Rachel Ann Davies,2025-05-18 03:58:19 UTC,2025-05-22 20:03:06 UTC,research,,https://www.inaturalist.org/observations/281973708,https://static.inaturalist.org/photos/506564614/medium.jpg,,,,4,0,False,2.0,"Great Falls, MT 59405, USA",47.5347629722,-111.229279,,,,,,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
282172780,7689a4cb-d8bc-4cd9-9466-3a5ba8b96154,2025-05-18 15:44:36-04:00,2025-05-18,2025-05-18 19:44:36 UTC,Mountain Time (US & Canada),2887282,sandellie4,,2025-05-18 19:47:53 UTC,2025-05-20 16:19:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/282172780,https://inaturalist-open-data.s3.amazonaws.com/photos/506934448/medium.jpg,,,,4,0,False,3.0,"Ryegate, MT, US",46.1978121244,-109.1377744169,311168.0,,,,311168.0,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
282280316,eee097f9-697c-4dd4-9868-c8c49fd7c754,2025-05-17 08:21:15,2025-05-17,2025-05-17 14:21:15 UTC,Mountain Time (US & Canada),7543507,christian23671,Christian Dupree,2025-05-19 03:09:32 UTC,2025-05-19 22:03:13 UTC,research,,https://www.inaturalist.org/observations/282280316,https://static.inaturalist.org/photos/507341063/medium.jpg,,,,3,0,False,2.0,"Lincoln County, MT, USA",48.5445729997,-115.2535964,,,,,,,open,False,gps,gps,Bull Trout,Salvelinus confluentus,Bull Trout,Actinopterygii,111978.0,Bull Trout
282415562,92de27cf-7399-4c97-b072-dd7acf119945,2024/07/05 11:54 AM,2024-07-05,2024-07-05 17:54:00 UTC,Mountain Time (US & Canada),7092313,themoth891,Margaret Novak,2025-05-19 17:07:28 UTC,2025-08-16 03:03:01 UTC,research,,https://www.inaturalist.org/observations/282415562,https://static.inaturalist.org/photos/507384749/medium.jpg,,,,4,0,False,,"Anaconda, MT, USA",46.1340000325,-112.9559287137,31.0,,,,31.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
284176970,30d38c30-cb4c-413a-8486-9904f9e65178,1990/07/15,1990-07-15,,Mountain Time (US & Canada),5586513,jknuth,,2025-05-26 04:49:27 UTC,2025-05-30 17:38:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/284176970,https://inaturalist-open-data.s3.amazonaws.com/photos/510689705/medium.jpg,,,,4,0,False,,"Lake County, MT, USA",47.6939897371,-114.1536300732,504.0,,,,504.0,,open,False,,,Bull Trout,Salvelinus confluentus,Bull Trout,Actinopterygii,111978.0,Bull Trout
285234136,3b530966-1df6-463e-ba5c-0db74a680d84,2025/05/25 6:43 PM,2025-05-25,2025-05-26 00:43:00 UTC,Mountain Time (US & Canada),9122161,naturally_swill,Scott,2025-05-30 02:18:37 UTC,2025-06-05 18:48:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/285234136,https://inaturalist-open-data.s3.amazonaws.com/photos/512669746/medium.jpg,,,,3,0,False,,"Missoula County, MT, USA",47.0023948462,-113.3809354412,811.0,,,,811.0,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
286152801,84f31400-b9df-4e05-acf9-f451a993c369,2025-06-01 19:24:25-06:00,2025-06-01,2025-06-02 01:24:25 UTC,Mountain Time (US & Canada),6084733,danmccon,,2025-06-02 01:25:29 UTC,2025-06-02 15:26:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/286152801,https://inaturalist-open-data.s3.amazonaws.com/photos/514399097/medium.jpg,,,,2,0,False,3.0,"Bitterroot National Forest, Hamilton, MT, US",46.1623689298,-114.2973551855,110.0,,,,110.0,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
287207002,6fde0818-ec63-4091-ad63-920017285702,2025-06-05 18:08:09,2025-06-05,2025-06-06 00:08:09 UTC,Mountain Time (US & Canada),1438696,kheinze,Kayla Heinze,2025-06-06 02:37:51 UTC,2025-06-13 04:59:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/287207002,https://inaturalist-open-data.s3.amazonaws.com/photos/516401635/medium.jpg,,,,3,0,False,843.0,"Montana, US",46.8185115908,-113.3921617193,204654.0,,,,204654.0,obscured,open,True,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
287334646,a0bd1a83-2730-4fc9-8e54-73f5109b4bfe,2025-06-06 09:14:59,2025-06-06,2025-06-06 15:14:59 UTC,Mountain Time (US & Canada),7543507,christian23671,Christian Dupree,2025-06-06 16:10:19 UTC,2025-06-07 03:46:28 UTC,research,,https://www.inaturalist.org/observations/287334646,https://static.inaturalist.org/photos/516724901/medium.jpg,,,,1,0,False,2.0,"Little Bitterroot Lake, MT 59925, USA",48.1242121,-114.7077230997,,,,,,,open,False,gps,gps,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
288757994,0a2c42cb-9dd6-46b6-ad4a-0c81f4cde955,2025-06-01 16:56:51-06:00,2025-06-01,2025-06-01 22:56:51 UTC,Mountain Time (US & Canada),9423615,johannes-chandler,,2025-06-11 15:45:46 UTC,2025-06-14 17:38:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/288757994,https://inaturalist-open-data.s3.amazonaws.com/photos/519316109/medium.jpg,,,,3,0,False,3.0,"Rock Creek, Philipsburg, MT, US",46.3525616667,-113.6063216667,2.0,,,,2.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
289673001,000956d8-ff2a-446e-9dc9-d7e733ad9bb0,2025-06-14 13:55:48,2025-06-14,2025-06-14 19:55:48 UTC,Mountain Time (US & Canada),6040289,jeremy995,Jeremy B,2025-06-14 23:26:56 UTC,2025-06-15 13:43:04 UTC,research,,https://www.inaturalist.org/observations/289673001,https://static.inaturalist.org/photos/521027004/medium.jpg,,,,2,0,False,2.0,"Glacier National Park, Glacier County, US-MT, US",48.7179416667,-113.5947083333,,,,,,,open,False,,,Yellowstone Cutthroat Trout,Oncorhynchus virginalis bouvieri,Yellowstone Cutthroat Trout,Actinopterygii,1520370.0,Cutthroat Trout
290395418,56d2827b-33a7-4bdf-8a3f-6867bd5bb789,2025-06-17 07:31:17-06:00,2025-06-17,2025-06-17 13:31:17 UTC,Mountain Time (US & Canada),2901971,sandracooke,Sandra Cooke,2025-06-17 13:40:06 UTC,2025-08-03 04:05:04 UTC,research,,https://www.inaturalist.org/observations/290395418,https://static.inaturalist.org/photos/522401848/medium.jpg,,,,2,0,False,3.0,"Flathead Lake, Lakeside, MT, US",48.0411333333,-114.1149583333,5.0,,,,5.0,,open,False,,,Lake Trout,Salvelinus namaycush,Lake Trout,Actinopterygii,111991.0,Lake Trout
290395562,24425f8e-317c-41f8-83bf-09d2e8eadae9,2025-06-17 07:37:21-06:00,2025-06-17,2025-06-17 13:37:21 UTC,Mountain Time (US & Canada),2901971,sandracooke,Sandra Cooke,2025-06-17 13:40:43 UTC,2025-07-29 02:08:28 UTC,research,,https://www.inaturalist.org/observations/290395562,https://static.inaturalist.org/photos/522402092/medium.jpg,,,,3,1,False,3.0,"Flathead Lake, Lakeside, MT, US",48.0387416667,-114.1162945,7.0,,,,7.0,,open,False,,,Bull Trout,Salvelinus confluentus,Bull Trout,Actinopterygii,111978.0,Bull Trout
291141603,7ac04cb0-a6f0-4042-849a-63fd919ec975,2025-06-18 17:02:07,2025-06-18,2025-06-18 23:02:07 UTC,Mountain Time (US & Canada),6071926,timbergreen,Timber Green,2025-06-20 07:18:27 UTC,2025-06-24 07:34:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/291141603,https://inaturalist-open-data.s3.amazonaws.com/photos/523808485/medium.jpg,,,,2,0,False,843.0,"Stone St, Missoula, MT, US",46.8713961409,-114.0584499053,335.0,,,,335.0,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
292246416,cae73043-07f4-4b57-a05e-2a79dd8a39d5,2025-06-23 14:51:01,2025-06-23,2025-06-23 20:51:01 UTC,Mountain Time (US & Canada),2178026,kyledash,Kyle Dash,2025-06-24 01:50:52 UTC,2025-08-23 02:48:16 UTC,research,,https://www.inaturalist.org/observations/292246416,https://static.inaturalist.org/photos/525896235/medium.jpg,,,,3,0,False,843.0,"Jackson, MT, US",45.24553247,-113.475973478,76.0,,,,76.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
292577086,7803c572-b4f4-4922-87ee-bbcf1d315225,2025-06-21 11:21:53,2025-06-21,2025-06-21 17:21:53 UTC,Mountain Time (US & Canada),1969515,jopalmer,,2025-06-25 09:53:49 UTC,2025-06-25 09:53:50 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/292577086,https://inaturalist-open-data.s3.amazonaws.com/photos/526529993/medium.jpg,,,,0,0,True,843.0,"Great Falls, MT, US",47.53485,-111.2294083333,5.0,,,,5.0,,open,False,,,,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
292988452,41eae2da-d97a-47f2-8170-cbebd56250c6,2025-06-25 12:48:35-06:00,2025-06-25,2025-06-25 18:48:35 UTC,Mountain Time (US & Canada),6732417,camrynjb,,2025-06-26 22:31:39 UTC,2025-08-23 02:48:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/292988452,https://inaturalist-open-data.s3.amazonaws.com/photos/527305381/medium.jpg,,,,3,0,False,3.0,"Glacier National Park, Babb, MT, US",48.6969738468,-113.5196391394,40.0,,,,40.0,,open,False,,,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
293278321,e4e740ab-9d69-423e-afc6-f10e055c1aaf,2025-06-27 19:33:53,2025-06-27,2025-06-28 01:33:53 UTC,Mountain Time (US & Canada),337547,gary-delise,Gary Delise,2025-06-28 02:07:30 UTC,2025-08-23 02:48:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/293278321,https://inaturalist-open-data.s3.amazonaws.com/photos/527855381/medium.jpg,,,,4,0,False,2.0,"Ovando, MT 59854, USA",47.0433240997,-113.1964384,,,,,,,open,False,gps,gps,Westslope Cutthroat Trout,Oncorhynchus lewisi,Westslope Cutthroat Trout,Actinopterygii,1316403.0,Cutthroat Trout
294236402,06d055a2-e92d-4df2-8c17-f6c73d625002,2025/06/30 9:17 PM,2025-06-30,2025-07-01 03:17:00 UTC,Mountain Time (US & Canada),3676368,wkostick,Will Kostick,2025-07-01 04:07:54 UTC,2025-07-02 00:39:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/294236402,https://inaturalist-open-data.s3.amazonaws.com/photos/529594280/medium.jpg,,,,1,0,False,,"Glacier County, MT, USA",48.8281936136,-113.5217571056,61.0,,,,61.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
294504130,15379eb6-72e6-437b-9639-885cd59bfb01,2025-07-01 13:07:04-06:00,2025-07-01,2025-07-01 19:07:04 UTC,Mountain Time (US & Canada),6939317,laurainthesmokies,Laura Dixson,2025-07-02 04:34:10 UTC,2025-08-05 15:55:22 UTC,research,,https://www.inaturalist.org/observations/294504130,https://static.inaturalist.org/photos/530099021/medium.jpg,,,,5,0,False,3.0,"Glacier National Park, Babb, MT, US",48.79753,-113.6577216667,13.0,,,,13.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
294622606,828491f6-b58b-42e2-b17d-b90fe3e86a46,2025-07-02 08:40:14-06:00,2025-07-02,2025-07-02 14:40:14 UTC,Mountain Time (US & Canada),1864390,fstins1,Ford Stinson,2025-07-02 16:36:56 UTC,2025-07-02 20:03:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/294622606,https://inaturalist-open-data.s3.amazonaws.com/photos/530315614/medium.jpg,,,,1,0,False,3.0,"Custer-Gallatin National Forest, Gallatin Gateway, MT, US",45.4451376691,-111.2315747198,372.0,,,,372.0,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
294622734,c26d6f97-3b2c-4043-abb3-21764f7d2927,2025-07-02 09:02:53-06:00,2025-07-02,2025-07-02 15:02:53 UTC,Mountain Time (US & Canada),1864390,fstins1,Ford Stinson,2025-07-02 16:37:18 UTC,2025-07-03 14:39:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/294622734,https://inaturalist-open-data.s3.amazonaws.com/photos/530315776/medium.jpg,,,,2,0,False,3.0,"Custer-Gallatin National Forest, Gallatin Gateway, MT, US",45.4451978843,-111.231832198,372.0,,,,372.0,,open,False,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518.0,Brown Trout
294778448,36da27e9-7c71-480a-85c1-bb4e700d30b0,2025/06/23 2:16 PM,2025-06-23,2025-06-23 20:16:00 UTC,Mountain Time (US & Canada),587132,sunny1az,,2025-07-03 06:04:38 UTC,2025-07-03 15:21:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/294778448,https://inaturalist-open-data.s3.amazonaws.com/photos/530620149/medium.jpg,,,Only an inch or two long,1,0,False,,"Lake Josephine, Glacier National Park, Glacier County, MT, USA",48.7748049262,-113.6827534214,15.0,,,,15.0,,open,False,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596.0,Brook Trout
294892597,df1e8c40-1ebc-422c-a882-b96f3a2704d8,2025-07-02 12:35:21-06:00,2025-07-02,2025-07-02 18:35:21 UTC,Mountain Time (US & Canada),100518,kimberlyholmes,Kim Holmes,2025-07-03 17:17:55 UTC,2025-07-03 17:52:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/294892597,https://inaturalist-open-data.s3.amazonaws.com/photos/530827315/medium.jpg,,,,1,0,False,3.0,"US Highway 93 S, Florence, MT, US",46.7085257423,-114.0755595443,2.0,,,,2.0,,open,False,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516.0,Rainbow Trout
294997135,1d23ec19-3e1a-4c23-ba50-d1655aca17d0,2025-07-03 16:48:46-06:00,2025-07-03,2025-07-03 22:48:46 UTC,Mountain Time (US & Canada),3676368,wkostick,Will Kostick,2025-07-04 01:05:26 UTC,2025-07-05 04:21:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/294997135,https://inaturalist-open-data.s3.amazonaws.com/photos/531024607/medium.jpg,,,,0,0,False,3.0,"Mt Jumbo Trail, Missoula, MT, US",46.8751633333,-113.9806283333,13.0,,,,13.0,,,False,,,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
295006534,93057f1e-12a9-4ce8-a3fc-45cfc7eccf53,2025/07/03 6:26 PM,2025-07-03,2025-07-04 00:26:00 UTC,Mountain Time (US & Canada),3676368,wkostick,Will Kostick,2025-07-04 01:59:08 UTC,2025-07-05 04:22:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/295006534,https://inaturalist-open-data.s3.amazonaws.com/photos/531041636/medium.jpg,,,,1,0,False,,"Lower Rattlesnake, Missoula, MT 59802, USA",46.8821703939,-113.9723756956,31.0,,,,31.0,,,False,,,Pacific Salmons and Trouts,Oncorhynchus,Pacific Salmons and Trouts,Actinopterygii,47522.0,Unspecified
